sentence,polarity
昨日「MacroDroidでアラーム時刻を小細工する」みたいなことを言ったらそのMacroDroidが原因でうまくいかない,irony
あ、平和憲法だと意味不明なことを吐くバカだ,irony
ミカエラ性別問題、ガブリエラ家はガチガチの女系で男はいらんってスタンスだったから女が生まれるまで産もうとしてお家騒動になったのか？女に生まれなかったから必要とされなくなった三兄弟が欠けずに今があるのは全員男だから,irony
夕方の小田急の踏切事故事故が遭った区間がこの間のダイヤ改正で実質系統分離された江ノ島線の末端区間だったから本線側への影響が必要最小限に収まっていた,irony
NHK党の諸派党構想の素晴らしさを理解してくれたのが、国内の政治団体ではなく中国共産党,irony
政府を批判しようとして自分自信が批判の対象になる,irony
"リリス(エヴァンゲリオンイマジナリー)とゲンドウのポーズがすごい似てることにも意味があると思う
リリスはリリンの母
ゲンドウはリリンの王

ゲンドウは大切な人を失って、悲しんで、どんな手段を使ってもまた会おうとした。

人を捨てたこの男自信が1番人間らしい",irony
無敵ってAndroidは携帯にすら内包されてない,irony
それは、「政治家であれば当然、都合の悪い質問には答えない」,irony
"DRAINUS Ridiculous 2周コンテありクリア。
残0かと思ったら被弾で即ミスだったのか。全然理不尽じゃないなぁ。(←こういう感覚のシューターに対してRidiculous、理不尽",irony
元のわたしの引用ツイートは“仮に半分割譲説が正しくても有限回数のどっかで人間が住めなくなるぐらい小さくなるよ”,irony
エスペラント語は最小の基礎だけで作られた「完璧な」人工言語だけど、それが世界に放たれた瞬間、方言とかクセ、誤用が定着して「完璧」ではなくなる,irony
"ほえーこれはスゴい

グレイテスト・ショーマンは批評家に酷評されて一般観衆にバカ受け(正に作中のバーナムのショーと同じ扱い",irony
確かコイツは人間の能力者の一味との戦いで出てきたやつで、幽助が５６してしまい、さつ人犯だ、となってしまうとこなんだけど玄海が霊力心臓マ(一撃）で蘇生させ「こんな奴の命を背負う必要はない」は,irony
"あぁ…やっぱりKMSやなぁ…
こんなんだから「dmmのゲームズのどこの運営よりあちこちでボロカスに言われてるサイゲの方がマシ」って言われちゃうんだよｗ
「KMSよりKMRの方が良いな」というのがネタではなく事実",irony
メンテで壺一切いじれてないのに大富豪アチーブメントを獲得してしまう,irony
保身に走っているのに、自分の身すら守れなくなる,irony
東大に入るのは随分簡単になったのに、就職は困難になった,irony
めちゃくちゃ防御が高くなったメカ反とブレドラだけど、どっちも防御貫通カード,irony
女嫌い！とか言ってるやつも子宮から産まれてきた,irony
もしそうならメインに近い種類だからこそ,irony
ウクライナのSNSには、「良いロシア人」,irony
今やブラジルではインフルエンサーを名乗る人は歯医者より多いらしく、石を投げればインフルエンサーに当たる時代w ,irony
昔から一生懸命描いた絵よりテキトーに描いた絵の方が評価される,irony
"つーか
『それにネット上の言論を見る限り女は狭量で男は寛容なのですから、』
これが「アンフェ共普段からそう言ってんだろ？」",irony
"審査が甘く申請を通してしまう役所の問題。

人出が足らないのに人員削減＝国民の意思という事は・・・

そんな脆弱な審査体制も国民の意思",irony
でも、そんな風に考える自分自身が、誰かに推される立場にいる,irony
ギリシャ哲学だけが学者同士うまく論をつないだ（他の国の哲学者は他者と連携する気がない）,irony
失恋してないけど失恋した気分。仲良しの友達が他の誰かともっと仲良くしているところを見て嫉妬する気持ち。過去と重ね合わせて別の誰かとの今の方が楽しそうだ,irony
ただ何か作っているときは自己嫌悪が消える,irony
アメリカの戦争を批判し「戦争反対！暴力反対！」と言いながら、ロシアの戦争は擁護し内ゲバで気に入らない仲間を「総括」と称して暴力・殺害で粛清していった赤軍の親玉のダブスタ論理は言うことが違いますな🤑戦争反対を叫ぶ人間ほど同族同士の喧嘩や争い合いが大好き,irony
同時代の藤若（世阿弥）の「秘すれば花」という言葉があるが、まさに異形という神秘を失ってしまった結果、あとには何も残らなかった,irony
コスパを追した結果、国が衰退する,irony
コロナウイルスの死亡率が高い大阪で開かれる、「いのち輝く」大阪万博,irony
国立激推しなのに国立大学に合格できる学力を持つ生徒が少ない,irony
"指数ギャップアップからさらに一直線上げ。
ところがこういう日に限って買いポジ少、売りポジ多",irony
"ものごとを見るときに視野が広く考える人が
その広さゆえに かえって偏った考えにいたって 視野が狭くなってしまってるのを たまにみかけると
何",irony
いろんなゲームしてきたけど、素直に「面白かったなぁ～」って思えるゲームが妖怪ウォッチだけ,irony
このTwitterもそうやぞ、,irony
改竄できない台帳に書き込むが、使い道は不透明,irony
葉子Ｍ「でも今度は違うのです　彼ですらどうすることもできないのです　ボクサーとしてよりも一個の人間として絶対的な…,irony
昔、速弾きがかっこいいという風潮があった時に、じゃあ、ドリルの先にピックつけたらもっと早く弾けるぜw,irony
何も考えずに52週高値ガチャを引いていた頃がベストパフォーマンスだった,irony
シンガポールで英語でヒアリングして中国語でかえすという場面があった。これが一番意思疎通できた,irony
秋の陣で草。その頃には(色んな意味で)シーズン終了してるでしょ,irony
邪魔してるのはけして公安ではない,irony
癒しを求めるほど癒されに行けない,irony
スタミナイクノ使ったら根性イクノ使えないし根性イクノでスタミナ盛れる,irony
たしかに、受験戦争が加熱すると少子化に繋がるよね…,irony
"最期に記載されている
「現場でご活躍される全国の介護支援専門員のみなさんへのメッセージ（エール）」
は、捉え方しか難しくないか？
",irony
仕事の日の方がツイートが多い,irony
体が砕けてるのにドレスが綺麗,irony
N国から原田優美氏（元・中国国籍）が立候補することで、N国はレイシスト票を失いつつあるようだ。これは予想外だったが、差別を煽動してきた連中が、差別によってダメージを受ける,irony
鬱屈と粘着の辛気臭さをついつい面白がってしまう,irony
どうせ有給付与ないなら、いっそ清々しく休める,irony
明日は中国が自由？　というのをやることにしました。チャイナマネーが入ったのではありません。しかし、「表現」の空間で、いまチャイナが自由,irony
"それまでもなだらかに縮小していたレンタル市場が、2013年から動画配信サービスに駆逐されていくのが顕著！

セル市場は規模は下がったものの案外堅調なのは、コアなファンによる買支えが一定数あるという良い傾向。

そして、現在市場規模そのものは大きく拡大している",irony
夫婦揃って仕事辞めた場合の収支シミュレーションをしてみたけど、案の定めちゃくちゃな結果になった。自由になりたくて仕事辞めたいのに、結局金がなくて自由になれない,irony
それから数年経て、🚫は大学進学するが漫画読み耽る中、偶然👠に出会う。それがキッカケで交際にまで至り、ラッパーという道に進み、大学を中退する。それから👠の父親に狙われたり、数多くのラップバトルをする日々を送る中、👠の父からの差し金,irony
ストレンジャーシングス、作ってる方は80年代のスピルバーグ的なものを意識して、敵も冷戦中の映画で典型的な「残酷なロシア人」なんだけど、同じようなロシアが今実際に復活している,irony
ゆっくりに開設される,irony
失敗する可能性があることは必ず起こる,irony
例えばFF7リメイクが発表されたのは2015年。発表するからには一切作ってないということは無い。ある程度開発が進んでいたはずだ。そして発売されたのは2020年。制作に5年以上かかってる計算だ。そもそもこの作品PS4の普及のために企画されたらしい。が、発売された同じ年にPS5が発売,irony
"2. 2人ぼっちの流星隊
これは円盤なら貸すので舞台流星の篝火を観てください
重ねた約束は誓いになる
ヒレを失った人魚は神様から人間にそしてヒーローへ
神様として願いは叶えられなくなったけれど人として助けを呼ぶことで1人の少年の願いを叶える",irony
れおぴが「寂しいじゃねえか」,irony
富美男を元気づけるために仲間たちが夏祭りに誘うシーンの皆の雰囲気が本当に良くて、良いからこそ「ここから悲劇が始まった」,irony
弓箭：速読ができる誉望さんに「美術館を全力疾走するようなマネして何が楽しいんですか？」,irony
このツイート、近々平和じゃなくなるよ,irony
"こんな映画が見たかった

まさにそれなんだろうな
ラストにどんでん返しとか訳の分からない脚色が多すぎる作品が増えたからこそ

単純で王道ゆく作品が貴重",irony
インスタが一生フィードがリフレッシュできないって言ってきてオシャレに縁がないお前はTwitterにいろ,irony
ｴｱﾙﾋﾞくんに割く時間がな…残業で社畜獲得チャンス逃す,irony
あんなにたくさんの子に愛をかけた八重さんも、彼女の異変にいち早く気づいて呼ぶのは、愛息子の金剛だけだ,irony
"『スーパーマン＆ロイス』第9話
ジョナサンもはや聖人の域
対スーパーマン兵器で弱体化したクラークと病魔に冒されたジョーダンに対して、ロイスとジョナサンはそれに救われる",irony
「対ロ感情180度転換した」　攻撃受けたハリコフ市長 | 2022/5/21 - 共同通信 ,irony
漆黒最後→自分の本懐をやり遂げられず無念が滲むが自分を倒したヒカセン(アゼムのなりそこない)がどこまでやれるか見てやるよ、,irony
"学生時代にちょっと接点があった

学内の過激派の話が２０年経った

今さら役に立つ",irony
自分が手をかけた人の墓場に人がいないタイミングで花を持って行ってたらいいなと思いまして。百合の花言葉は「純粋」や「無垢」。憎たらしい非術師に対して「次会う時は純粋な心になれよ」,irony
"日本赤軍の重信房子が釈放された翌日に、
「よど号」グループも関与した北朝鮮による日本人拉致の解決を求める『国民大集会』が開催される、",irony
"『失われた時を求めて』シャルリュスのヴェルデュラン夫人のサロンからの追放劇が愚劣すぎ。
真の芸術作品である埋もれていたヴァントゥイユの七重奏が夫人の尽力によってサロンにて発表されたということは疑いようのない功績である",irony
"犬崎の""犬""には、そんな意味が込められています。それと会社の犬、家族の犬",irony
"#ポケモンダービー 対戦数上限いったので撤退します。お疲れ様でした！
主催のmewさん対戦してくださった方ありがとうございました😊
ドリルメインだったのに勝利はほぼ黒バドから",irony
ジョージ・ナカシマ自身の家と柳宗悦が自ら設計した日本民藝館比べると確かに美意識に似た部分は一部あるがそのせいで決定的に違っている部分がより強く分かる,irony
生前は破天荒さで持て余され気味だった義経が死んだことで思い出も美化されていってるのを目の当たりにして梶原殿は讒言者として名が残ることまで見えてるんですね。梶原殿を一番のライバル、理解者として最後の戦略を見せた義経が梶原殿を一番評価していた,irony
病棟看護師ってやべえよね、いい歳した大人が病棟で号泣何回もするというwwww新しい職場激務でも号泣はせんもんwwwwおかしい世界だ……無理なら早めに退散すべき😣とはいえ学もない小娘がそこそこ金貰えるのも看護師資格のおかげである,irony
大河大姫がいう「親の命は子の命」って親が討たれたら子である義高も命を奪われた,irony
大河、どんどん闇が濃いドロドロ身内争いのフェーズに突入しつつあるけど、悲しいかな最初の頃ののほほんとしてた頃より今の陰鬱な展開してる方が物語的に色々動くし面白い,irony
色々な悲しみ苦しみを乗り越えて他者のために生きることでようやく平穏を得た八重さんが最後は亡くした自分の子への想いがよぎって命を落とすって何,irony
阿弥陀如来に重ねられていた八重、まさに仏というか聖母の眼差しだったけど、鶴丸の命と引き換えに、自身の命は阿弥陀様に救われることはなかった,irony
"今週のサブタイ「仏の眼差し」は
八重さんのことだったのね。
今となっては、",irony
"生きるものすべてを救う
しかし如来様は八重さんを救ってくれなかった",irony
"尾形が父に「母を殺した」て告白したのは、
母の死を庇おうとしてるのか、
「周囲はそう信じている」",irony
仏の顔を見て妻の顔を思い出していたら、当の妻が仏になってしまった,irony
Twitterのせいで病んでるのにTwitterで救われる,irony
"Fate Heaven’s Feel一気見完了。
UBWがハッピーエンドに見えていたけど、HF見るとUBWは桜もイリヤのことも何も知らず何も救えてないただの正義の味方ごっこに見える",irony
"DSの戦争ビジネスを擁護して平和を売り物にしてる人間が、
こともあろうに「平和ボケ」などというレッテル貼りをする。

何",irony
九郎を一番わかってるのは梶原景時,irony
忠義による社会のはじまりがこれ、,irony
「インターネット」という無限世界を手にしたはずなのに「テンプレート」による制限によって”表現”はみるみる枯渇している,irony
ジーコ御大が来日してから勝ちなし,irony
私、病的なまでに蛇が苦手なのだが生まれたところが蛇だらけ,irony
恵まれてるくせに,irony
"現地で得たものは(西側は)貰って良いという考え、しかし、ロシア側は駄目らしい。
",irony
マリア・ローザ失って迎える誕生日とは,irony
大分が攻撃時に偽SBを用いた3-4-3(中盤ダイヤモンド)になるのだが、ボールを持って前に掛かるほどザスパ山根のロングカウンターを誘発してしまう,irony
こないだから根尾君についてはデイリーが一番ファンの声を聞いてちゃんと書いている,irony
粗品が粗品の呪いで増やしてくるのギャンカスツイッタラーの野次馬と個ch登録者だけで霜降り明星の漫才やその他コンテンツに流れてくることがないので、霜降りはオリラジ路線,irony
先生がラジオで振れば振るほど、高座で携帯が鳴る,irony
マリノスのサッカーが美しいので、ある意味楽しんで観れてる,irony
しかし暑かった。。。自分の身を削ってまでも(勝手に)県民リスナー代表として布教活動をするとは番組リスナーの鑑と言えよう。そんな鑑が水カツマスクを持っていないとは何,irony
ソフィーナip試してきたのにONE BY KOSEの商品買う,irony
"ホームランで試合を決めようとした結果、
ホームランで試合を決められてしまった",irony
"肩代わりさせようとしていた…
人間は本来、善と悪両方の心を持っており、その二つの心のバランスを取りながら生きていくものである。しかし、睡骨は元々善の心しか持たない稀有な人間であったが為に、悪事に手を染めてしまった時、悪の人格に身も心も委ねてしまう",irony
會澤や磯村より坂倉が一番安定している,irony
撮影者が矢向で今シーズンシティ優勝している,irony
真希さんのピンチに駆けつける狗巻くんとパンダ先輩という、夏油傑が感動した「術師が仲間を想い慈しみ敬う世界」を、「教育」によって作ったのは五条悟なんだよなぁ,irony
人間のこと好きじゃないし興味関心ないが、人間が作る音楽や作品によって生かされている,irony
レシピの倍の材料で作ったら、成功する,irony
楽天が勝ってる時に限って、パ・リーグ全部勝ってる,irony
"IT業界の求人倍率10倍がトレンドになってるけど、多重請負とかいう害悪制度放置してるから人来ないんだよｗ

一人当たりの初期単価５０万～６０万で求人だしたら、実際働いてる人が２０万しか給与貰えてないとか普通にあるよ

派遣でいった方がまだ税金抜かれても給与良いし、定時で帰れる",irony
"鎌倉殿の13人「帰ってきた義経」ジワるぅ🥺
ついに闇の善児🗡を従え歩く義時を見る日が来るとは…
そして静御前を逃す策すらも、またもや不成功な義時…
が、その不成功エピソードを義経に語りワナにはめることには成功する義時。
これまで義時の善意はほぼ失敗するのに、悪意は成功する",irony
"新世界より
人間と獣を分けるものは何か、元々理性がそこの役割だったが、理性を超える超常的な力が与えられたときに理性だけを持つものは獣に成り下がるのか。
ディストピアの中でルールを保つのが、捨てたはずの理性",irony
しかも今回アルダン作りきれなくて泣く泣くデバッファー採用したらアルダンに負ける,irony
大学ってのは、まぁ台湾語勉強だの社会勉強（笑）の場所,irony
おしゃれに興味持てだのプリンセスに興味持てだの言ってから脅迫ワード満載（それも大人の説教的な感じではなく子供が言う「信じらんな～い」的な言い方）のことを言うのが癖だった同居の身内が亡くなってからおしゃれだのプリンセスに興味持っている,irony
"パン屋で働くマダムの話で自分で勝ちとったものがないというの、晴道にも通じる。最優から授けられたものだけでは最優の劣化コピーなだけ、そこから超えたいと願い、超える為に死物狂い努力したのが蘆屋。
自分のアイデンティティを勝ち取ろうとした蘆屋がリンボに食われたのは、",irony
馬柱必死に見て検討するとサンデーRの人気二頭両方消えることは無いやろ〜と思うけど、チラ見だと気になった馬だけ買うから当たる,irony
クラシコには十死零生の特攻で仕掛けてくるマドリーはヨーロッパの強豪相手には九死に一生作戦。そして後者の方が遥かに強い,irony
オベロン（を騙る何者か）が一方的にろくろを回しているだけでティタから見たら何も始まってないどころかそもそも彼とは出会ったことさえない,irony
ソノイとタロウの関係性が本当に無慈悲だ。ソノイにとって桃井タロウは輝く太陽でもあり、本当は美しい嘘をつく月のような存在であって欲しかったんだろうな…そんな太陽と月に影を落として隠したのは、自ら憎む人間の醜さと同じ様な行為をしたソノイ自身だった,irony
"そうやって不得手の生徒に合わせて合わせていった先の未来を想像するとゾッとするね。
しかも、学校生活の最後にまちうける受験は不得手排除の最たるもの",irony
ポリコレは公平化のための差別是正のはずが変な修正パッチ当てたせいで新しい弱者を産んだだけ,irony
お供たちの弱点を指摘した後自分の「嘘をつけない」弱点によってあの一撃を食らっちゃう,irony
嘘をつくと死ぬ体質の男が嘘がつけないが故に死んでしまう,irony
「互いに本能で倒したい相手がいる」「目的を達したら、旨いもんでも食いにいこう」と健闘を祈り合った２人が、お互いに倒すべき宿敵,irony
滅ぼそうとしたドン家の生き残りを誉める脳人,irony
一番気が合うのが敵同士,irony
倒すべき敵が己の希望,irony
労組にそれをお願いしてるのは自民党,irony
君は１度も嘘を付いた事がないのか？,irony
そう考えると視力を失い聴覚が発達したことで彼は短所であった「傾聴する」という点を強化することができたし国王までのぼりつめるに至ったわけだ何,irony
仮想通貨、世界の時価総額1兆ドル消失　米利上げで逆流: 日本経済新聞 〜ステーブルコインの方がビットコインより下落率が大きい,irony
宇宙世紀の平和を曲がりなりにも保ったのは、ニュータイプではなく地球連邦軍ではないか,irony
青春したいのにできない、ということに悩みすぎて青春できない,irony
#ワクチンデータ改ざん を検索すると、ご丁寧に「ご存知ですか？」と改ざん元である厚生労働省が出てくる,irony
＞最大の懸念が資金不足だ。デフォルトによって、国債による海外からの資金調達は当面不可能になる。稼ぎ頭の石油輸出も４月以降、制裁の影響で急ブレーキがかかっている。また、ルーブルの暴落を通貨当局が抑え込んだ結果、原油などの輸出で得られる外貨も目減りする,irony
"ゲームを握る力、攻撃の再現性ではリヴァプールの方が上やったけど、点を取るための性能の最大値を求めたレアル・マドリードがCLを制する。
世界最高レベルのサッカーと言われるマンC、リヴァプールを打ち破ったのが、原始的に「勝つこと」を至上主義にするレアル・マドリード",irony
レアルが勝ったのか。パリの地でレアルが優勝杯を掲げる,irony
レアルマドリードおめ!! スーパーリーグ騒ぎでUEFAに反旗を翻したチームがビッグイヤー獲得したのは、良いサッカーすれば石油王共に勝てるってのを体現してしまう,irony
"永遠の0好きなんだよね
当時役と現在役のキャスティングが神
バリバリの左翼が主題歌を歌う",irony
しかも自分自身が鉄の女扱い,irony
不本意な活動者生活が子供の頃書いたラクガキみたい,irony
むしろ規制することによってそのような検閲を行う政府の信頼は失墜し、ネット上の言論をたとえデマでも民衆が信じる,irony
昔は貧しい人たちが玄米を食べて富んでる人が白米を食べていたというのに現代では富んで健康に気を遣ってる人が玄米、低所得者ほど白米をばくばく食べる,irony
「蓮の浮気は一寸惚れ」という時は未だ「いき」の領域にいた。「野暮な事ぢやが比翼紋、離れぬ中」となった時には既に「いき」の境地を遠く去っている。そうして「意気なお方につり合ぬ、野暮なやの字の屋敷者」,irony
"⇒金持ちのジョークはいつも面白い

金持ちの周囲にはたくさんの取り巻きが多いことから、ジョークの質がどうであっても笑いが絶えない",irony
"散々煽りまくって不快にさせといて批判が大きくなった途端「みんな私の真意を分かってない」感を出したがる選手
「本気で嫌うなんて分かってない」と批判する人達を馬鹿にするファン
そういう都合の良い言い訳や擁護が余計アンチが増える原因になってる",irony
田中さんの記事がテレビと同じ,irony
「成人」の重みをきちんと教育する場がないのかな。「無力な弱者なので構造として生きるために仕方なかったんです」という免罪符。「判断能力も責任能力も、それらを行使できる環境もなかったんですね！」,irony
"【ラグビー】「NTT」が消えた　浦安が痛恨の2部降格　再編のはずがまさかの結末(スポニチアネックス)
#Yahooニュース
",irony
ゲーム版では攻撃用レーザー装備可能,irony
"コース塞いだ二人が2,3位",irony
小さくてかわいいモワ51形。こういう貨物車が廃線時の1999年まで生き残っていたってのはある意味奇跡的かもね。赤字路線で資金力がなかったから逆に残った,irony
練度の底上げはしたが、低いからこそ先に使う,irony
"超大作なゴモラ回なんかも良い
ゴモラを博物館に持って行こうとした次の回に人間が標本にされる",irony
"忙しさの中で子供の頃の自分を忘れていく自分がいる…
子供の頃頭がかたいと蔑んでいた大人に、今自分がなろうとしている…
ああ何",irony
クレカの支払いなかったら休んでるな本当。クレカの支払いが私を奮い立たせている,irony
すごく面白くて素敵なロゴなのに、元ネタの認知度が低すぎる,irony
"万引き家族は、警察とか不正発覚とか、この世の正しいシステムが介入してきた途端に、穏やかな生活が崩壊してくのが面白い

社会秩序を乱す犯罪を生み出してるのが、その社会自体",irony
"馬鹿を賢いって言うのヤバない？ってツッコミに対して「""賢いだけ""",irony
義城組はドラマで見ると余計にしんどかった…メンタルべこべこになった…悲しい……薛洋好きなんですよね。自分が失ったものが如何に大切だったのかって後から気付いても手遅れな悪役……しかも相手が初めて自分に無償の愛をくれた人,irony
サイコメトラーなのは本当,irony
アマプラに来てたので試写以来の「ちょっと思い出しただけ」2回目を観た。試写で観た時より断然良かった。2回観ると、池松壮亮と伊藤沙莉が「後々別れる原因になる性格の違い」のお陰で互いを好きになる,irony
ま、政治って、大体普通の人からすれば、別世界の話なんだろ？,irony
"宮沢りえと窪田正孝が主演のDVD見た。
ちょうど今に相応しい作品だったけど、どんな事をやっても「組織票」がある限り当選しちゃう、",irony
導入当初A350乗りたいってよく言ってたけどA350が伊丹に来るようになってから飛行機自体殆ど乗らなくなってしまった,irony
地元の音楽家がコンサートをしている、,irony
だから日本で勤務医していた時よりもむしろ海外にいる今の方がいろんな約束をしやすい,irony
資本主義の堕落の象徴に共産主義を貼り付ける,irony
"あえて『応援してくださった皆様たちのおかげです』とは言わない高等テクニック

なんかすごい優越感に浸れた

どうせ応援してないんでしょー",irony
支援センター(2015～2018)の職員の一人が言った「私たちが必要としない世の中が来ると良い」という言葉はオレの中では「イカレた人間の相手はしたくない」,irony
BD位置が低かったらAAすら必要無かった,irony
"よし！勉強するぞっ！！

と文字を打っている今この瞬間はスマホを持ちスマホを見てスマホを操作している",irony
"タイシン作り直したら初UGが出来ました！
正直ジェミニ杯用じゃなくて評価重視だったらUG1くらい行ってたんだろうけど後悔はないわ
でも練習で走らせると間違えたタイシンの方が強い",irony
陽キャって類は友を呼ぶっていうかリーダー格があれは悪とかいったら周りが基本的に全員悪って共通認識になる会社みたいな環境だからDQNでも陽キャなら社会適応できる,irony
昔、ウッチャン演じるミル姉さんが、ヴァンダムの代表作はまだない！,irony
結局自分も清志郎的になる,irony
思えば今、生活保護の方が遥かに豊な生活ですね。年金生活者が虐げられている,irony
医者とかそういうのさせるの決められてたっぽいし、何より薬汰の死因が睡眠薬のLDだからお前がくれた薬っていう名前のおかげで俺は自由になれたんだぜ、,irony
一番汚い場所であるはずのトイレが、唯一会社で一人になれて落ち着く場所である,irony
jkレイプして器物損壊罪になったことある,irony
以前トーマスの歌でトビーの「四角い仲間」という歌詞は英語だと「生真面目」という意味もあると教えてもらった。だから、スポンジボブの歌の「ズボンは四角」という歌詞は「性格と違ってズボンはきっちりしている」,irony
ワラビとベリルよりカドックの方がカルデア側への実害が酷い,irony
結婚離れ,irony
何回転生しようと結局はどこかで失敗するし、つまらなくても今の現実が1番楽しい,irony
交流戦一番苦戦したのが現状パ・リーグ最下位の日ハム,irony
"時代の試練に耐える音楽を――「落ちこぼれ」から歩んできた山下達郎の半世紀（Yahoo!ニュース オリジナル 特集）
何言ってんだ？この老人は。って思った。余りにも考え方と立ち位置と見ているものが違い過ぎたのに若い頃の夢は同じ",irony
日明雀と親友の礼装あるしゼノ(フォーリナー)との相性がいい,irony
娘の習い事の中で本人が1番すすんでやってるのがピアノ,irony
"【サカモトデイズ】
労働環境的には“正義”、秩序の側がブラックで“悪”、混沌の側がホワイト",irony
"自民党　憲法改正実現本部のＨＰにある、押しつけ憲法アピール漫画。

戦後改憲目的で設置した憲法調査会で必ずしも「押しつけられた」とはいえない",irony
バレンタインという日は嫌いなのにx髥莎兄貴のValentineは好き,irony
ナイター開催になった途端に、雨が降って気温が下がる,irony
中身を独裁者が縛り上げてきたチームが球界一自由なチームに負け越す,irony
ディスコ画面、別に映っても深刻そうなものじゃなくて良かったね,irony
こういう時に限ってパ・リーグ殆ど勝ってる,irony
"京口選手が防衛成功。
京口の連打でベルトランが防戦になってるのに、ベルトランに勝ってほしいジャッジがストップをかけないせいで、ダウン寸前までベルトランが殴られ続ける",irony
ビューラーの再生にバウアーが必要,irony
老いは癌への抑止力,irony
"クジャのお家代わりのデザエンの外観も実は砂時計なんですよ⏳

人が死への恐怖を感じる様子を見て楽しんでいるのは、実は自分が同じ立場にいる人間だから",irony
"xbox cloud gaming使ってMacでも普通にFortniteできた・・・！
若干ラグある気もするけど、MacでFortniteできないのがネックだな〜と思ってたからこれで解消…やば

xbox cloud gamingによってWindowsがお払い箱になる",irony
難しくはあったけど盾受けとローリングで回避しながらチクチクやってたほうが楽しかった,irony
『実は、両親をコミックバンドに殺された敵討ちらしい』とか、『完全に愉快犯で、愉快犯がコミックバンドを解散させる,irony
いやぁ、実際の花言葉が”,irony
"#参院選 
選挙演説の中で、
＞「憲法と平和を護ります」
といっているのが、某党だけ、
",irony
"#長歌行  振返43①

こっぴどく振られたのに弥弥を庇うなんて渉爾も漢ね✨ 羊肉麺食べてニッコニコ♡でもやっぱ孤独なのよね〜💦""自分の心で判断して""弥弥の言葉の真意を早く理解せねば😥

""離れすぎた、母心が分かってない""それ逆。可汗が母親から渉爾を離した事は実は良かったんだ",irony
心の中では的場と対等だけど客観的には業界最大手とさびれた祓い屋でしかなくて、それ故に身内ですら名取家に見切りをつけて的場に縋ろうとしていて、そんな容赦ない現実を、名取であることで友人の信頼に応えられるかもしれない！と最高に期待した瞬間に突きつけられる,irony
"都民割なんてその程度のものなんだ。
射ったひとは何らかの見返りがあっても全く問題ない。それだけのリスクを負ってるからね。ワクチンを射ってなくて、PCR検査を受けたことのない、元気で健康なバカは全額払って各サービスを使わせてもらうだけでも有り難いと思わなきゃね、",irony
ゲーム業界のほとんどが海外市場に目を向けて、そっちに向けた派手な演出とかバチバチの対戦ゲーばっか作ってる中、日本のユーザーの事を考えてくれるのはソシャゲ界隈だけ,irony
"本家モリコロパークではジブリパークオープンに伴い
土日施設が県の貸し切りになる為
コスイベ所か普段開催しているワークショップも開催出来無くなる",irony
ﾏﾝﾎﾞｰ発動してた頃の方が旅行しやすかった,irony
ジンクスはよく聞くなぁ。どっちの意味だろうか一瞬迷って文脈から判断する。「良い巡り合わせなんだけどそれがあると自分は調子に乗るから実は悪い」,irony
"伊是名夏子氏が常任幹事を務める社民党。

福島みずほ氏や、大椿ゆうこ氏の努力にもかかわらず、支持の広がる気配なし。

「社民党は政党要件を満たすか？」でしか語られない。

社民党アンチが、最も社民党を宣伝している",irony
国民の僕7話、政府要職の募集で外国人しかまともそうな人材がいなくて、やっと自国人で最良の人材を見つけたと思ったらヤヌコビッチだった,irony
"ゲームて最初は楽しくてプレイしてるけど
より高みを目指すがあまり1番つまらない結果に落ち着いてしまう",irony
"""術式使えて恵まれてんな""",irony
恋愛映画の女王と言われたメグライアンの息子がエログロ映画ザボーイズに出ている,irony
"一向に返信はしてないけど、元彼から連絡が来たりする。他県に住んでたけど同県に越してきたとのことで、会おうって言われたけど…

返信ずっとしてないのになんでずかずかと会おうなんて言えるのか？🤔メンタル強すぎないか？

今付き合ってる人が遠く離れた途端に元彼が近づいてくる",irony
"佳子さま 自分らしさ光るピンク×リボンのガーリーコーデ（女性自身）
#Yahooニュース
コメントがありきたりなので装いが楽しみです",irony
"昨夜6月10日の #ロシア大使館 前です。
ロシア大使館のちょうど斜め前に、来春、高さ日本一のビル(64階330m)が完成します。
すると、超厳重警備で人を寄せ付けない作戦が成功したこの場所も、来春になると人がいっぱい来るんです。",irony
日本人が米株を買って、海外勢が日本株を買うとは何,irony
参院選をにらんでか「『立憲共産党』との批判を恐れた立民は共産抜きで不信任案を提出。しかし採決で賛成したのは結局『立共』だった」（同「産経」）,irony
"カルビが進行役を務めるりんご決算会もとても面白くて好きだった。

カルビのMC力は優れていると思う。それは宮迫チャンネルと絡んだ時にも思った。

カルビがカネカネ言ってたとか言うけど一番カネカネ言ったのがへきほーだった",irony
「育休取って戻ってきて、数ヶ月でまた産休とかマジ迷惑！私なら辞めるね」という発言してるのが若い女性,irony
"ハッピーエンド:元は「パピー&amp;ウルフ」と呼ばれていたが、短く発音すると「パピエンウルフ」になることと、彼らの仕事の簡潔さから、自分を殺しに現れた始末人が彼らならさして苦しまず迅速に死ねる。""ハッピーエンド""である。",irony
"ロシアやプーチンへの甘い幻想から抜けられない
ｻﾖｸのみっともなさだけが際立ってしまう",irony
運動論です,irony
"戦争をして死ぬのは自衛隊に入っている日本人であり、在日が死ぬことはないから９条改正しても問題ないという見解なのだろう。

どこまでも腐ってる。

現在はユダヤが日本を恐れて作ったおしつけられた憲法が日本を守っている",irony
足元に注意してない人はそもそも警告が見えない,irony
