text,label
心の中では的場と対等だけど客観的には業界最大手とさびれた祓い屋でしかなくて、それ故に身内ですら名取家に見切りをつけて的場に縋ろうとしていて、そんな容赦ない現実を、名取であることで友人の信頼に応えられるかもしれない！と最高に期待した瞬間に突きつけられる,"[0,1]"
"都民割なんてその程度のものなんだ。
射ったひとは何らかの見返りがあっても全く問題ない。それだけのリスクを負ってるからね。ワクチンを射ってなくて、PCR検査を受けたことのない、元気で健康なバカは全額払って各サービスを使わせてもらうだけでも有り難いと思わなきゃね、","[0,1]"
ゲーム業界のほとんどが海外市場に目を向けて、そっちに向けた派手な演出とかバチバチの対戦ゲーばっか作ってる中、日本のユーザーの事を考えてくれるのはソシャゲ界隈だけ,"[0,1]"
"本家モリコロパークではジブリパークオープンに伴い
土日施設が県の貸し切りになる為
コスイベ所か普段開催しているワークショップも開催出来無くなる","[0,1]"
ﾏﾝﾎﾞｰ発動してた頃の方が旅行しやすかった,"[0,1]"
ジンクスはよく聞くなぁ。どっちの意味だろうか一瞬迷って文脈から判断する。「良い巡り合わせなんだけどそれがあると自分は調子に乗るから実は悪い」,"[0,1]"
"伊是名夏子氏が常任幹事を務める社民党。

福島みずほ氏や、大椿ゆうこ氏の努力にもかかわらず、支持の広がる気配なし。

「社民党は政党要件を満たすか？」でしか語られない。

社民党アンチが、最も社民党を宣伝している","[0,1]"
国民の僕7話、政府要職の募集で外国人しかまともそうな人材がいなくて、やっと自国人で最良の人材を見つけたと思ったらヤヌコビッチだった,"[0,1]"
"ゲームて最初は楽しくてプレイしてるけど
より高みを目指すがあまり1番つまらない結果に落ち着いてしまう","[0,1]"
"""術式使えて恵まれてんな""","[0,1]"
恋愛映画の女王と言われたメグライアンの息子がエログロ映画ザボーイズに出ている,"[0,1]"
"一向に返信はしてないけど、元彼から連絡が来たりする。他県に住んでたけど同県に越してきたとのことで、会おうって言われたけど…

返信ずっとしてないのになんでずかずかと会おうなんて言えるのか？🤔メンタル強すぎないか？

今付き合ってる人が遠く離れた途端に元彼が近づいてくる","[0,1]"
"佳子さま 自分らしさ光るピンク×リボンのガーリーコーデ（女性自身）
#Yahooニュース
コメントがありきたりなので装いが楽しみです","[0,1]"
"昨夜6月10日の #ロシア大使館 前です。
ロシア大使館のちょうど斜め前に、来春、高さ日本一のビル(64階330m)が完成します。
すると、超厳重警備で人を寄せ付けない作戦が成功したこの場所も、来春になると人がいっぱい来るんです。","[0,1]"
日本人が米株を買って、海外勢が日本株を買うとは何,"[0,1]"
参院選をにらんでか「『立憲共産党』との批判を恐れた立民は共産抜きで不信任案を提出。しかし採決で賛成したのは結局『立共』だった」（同「産経」）,"[0,1]"
"カルビが進行役を務めるりんご決算会もとても面白くて好きだった。

カルビのMC力は優れていると思う。それは宮迫チャンネルと絡んだ時にも思った。

カルビがカネカネ言ってたとか言うけど一番カネカネ言ったのがへきほーだった","[0,1]"
「育休取って戻ってきて、数ヶ月でまた産休とかマジ迷惑！私なら辞めるね」という発言してるのが若い女性,"[0,1]"
"ハッピーエンド:元は「パピー&amp;ウルフ」と呼ばれていたが、短く発音すると「パピエンウルフ」になることと、彼らの仕事の簡潔さから、自分を殺しに現れた始末人が彼らならさして苦しまず迅速に死ねる。""ハッピーエンド""である。","[0,1]"
"ロシアやプーチンへの甘い幻想から抜けられない
ｻﾖｸのみっともなさだけが際立ってしまう","[0,1]"
運動論です,"[0,1]"
"戦争をして死ぬのは自衛隊に入っている日本人であり、在日が死ぬことはないから９条改正しても問題ないという見解なのだろう。

どこまでも腐ってる。

現在はユダヤが日本を恐れて作ったおしつけられた憲法が日本を守っている","[0,1]"
足元に注意してない人はそもそも警告が見えない,"[0,1]"
"2､3週間前はストレスで食べ過ぎて大台(何キロかは皆まで言わん)に乗ってたのに、逆に食べられなくなったせいで3キロ落ちてた。
ダイエットを意識するより、精神に異常を来す方が痩せられる","[0,1]"
これがAIが発展してもなくならないしごとリストかもしれない。,"[0,1]"
コードネームはスコッチ改め、アイラとかどう？日本ではかつてアイレイって言われてたらしいし！？レイって入ってるんよ！！あの方的にはｽｺﾁ時代を切り捨てた名前にしたはずなのに,"[0,1]"
"その花は、戦争や大虐殺が起こり、何千何万もの犠牲者が流した、多量の血を吸った大地にだけ咲き誇る
極楽の花という名前には、犠牲者達が天国に逝ける様にという願いと
「この死体の掃き溜めは、虐殺者にとっての極楽か？」
","[0,1]"
絶対悪ガロウの技の根源がヒーロー達になってしまう,"[0,1]"
1人の相手に固執しないってことなのかな、それはそれでいい生き方ね。でも1人に真剣になれない人が幸せ掴み取れるとは思わないのよね。目移り激しいって大変だね,"[0,1]"
"現悪魔腐敗政府による憲法改正を阻止したいなら
物理的に討伐するしかない","[0,1]"
そして、みんなが求めていた香りだけが残ってそれを求めていたみんなはいなくなってしまった,"[0,1]"
「日本人の同調圧力」ってのも、こういう研究を見ると非常に怪しくて、「日本人の同調圧力と、個性を大事にする欧米という対比」自体が「外国にいる日本人学者はそういう対比をしなけらばならないという同調圧力」,"[0,1]"
ザ・シネマでブルースブラザーズやってる。字幕版だが殆ど直訳でふいんきが出てない。初めて見たのはフジ系のバブルガムが演った吹替版だったが意訳でふいんきも良く出てた。カントリーバーでローハイドを演る時「キーは？」「Aだ、カントリーはみんなそうだ」,"[0,1]"
悪魔がイノセンス（innocence）を欲する,"[0,1]"
"「商業美術家の逆襲 」
今年頭の日本近代文学館「明治文学の彩り―口絵・挿絵の世界」は親和性のある展覧会だった。西洋写実主義に出会った絵師と職人が生んだクオリティは技術的にも感覚的にも素晴らしい、なのにそれを評価し残したのは西洋社会の蒐集家、","[0,1]"
"食料危機がすぐそこに迫っています。
是非、鈴木宣弘氏の著書、ツィートに注目してください。
「今だけ金だけ自分だけ」","[0,1]"
あーーーーー😱今日アフター５からの(ファイブではないけど,"[0,1]"
PCR検査は抗原検査に比べて高くつくんだと去年話したら原液は500円くらいだといった人が、今頃になって現実に気が付いている。高いから頻繁にできないんだと教えてくれたのは厚労省の高山だった,"[0,1]"
レア様の成功作になってしまったベレトスは女神の器ではなく灰色の悪魔,"[0,1]"
アタックさんがおもしろの妖精みたいでいよいよクリオネに見えてきたなぁなんて思ったのと抱腹絶倒って辞書で引いたらコレ。でもほとんど何も思い出せない『西本を困らせたい。10』でした。10回分思い出がないのが思い出,"[0,1]"
お洋服も髪色も原曲サムネリスペクトで揃ってて素敵すぎ…………でもアイデンティティに鏡合わせ,"[0,1]"
大西家サイドからしたら一度会社潰して経営変わってから,"[0,1]"
人間が檻の中,"[0,1]"
"前半は川内＆鹿島
後半は比叡単艦でした
イサキが入らなかったおかげで唯一当選出来なかったチキンカレー改二が食べられる","[0,1]"
氷敵に凍結をお見舞いする,"[0,1]"
そもそものSDGsも持続可能なモノって、衛生面の部分ではウレタンマスクとかゴミで、石油製品の不織布マスクの方が衛生面で良い,"[0,1]"
マルコムの本、読んだ？からのロストワールド失敗を自虐する演出、そして締めにロストワールドの冒頭で出てきたコンプソグナトゥスが通る,"[0,1]"
ウィーン会議の会議は踊るされど進まず,"[0,1]"
8月、埼玉はいくけど2ndライブは行かない,"[0,1]"
一生一緒ほにゃららリング,"[0,1]"
その「維新」と「れいわ」が内閣不信任案を棄権する,"[0,1]"
どっかの誰かさんを彷彿させるけど女…化ではなく「同じこと(犠牲なく平和な世界にしたい！な綺麗事)言っててもこのビジュアルなら主人公とかに救われて願い叶えれんだろうな」,"[0,1]"
「反戦だ、平和だ、」とか言ってる人の言動が暴力的,"[0,1]"
最後戸柱で終わるあたり図らずも横浜ファンに燃料投下する,"[0,1]"
NFTに関与しないことがユーザの安心に繋がる,"[0,1]"
2列目の求めてることをやってくれるのは鈴木優磨だろうな,"[0,1]"
このツイートに集まった意見がすごい。至らない発言すると大喜利にされ、袋叩きにされ、下手なことを言うと遊んで捨てられるだけだぞ！という圧力が生まれる,"[0,1]"
喪服が1番似合う,"[0,1]"
ニュートンがジェファーソンの下についてALICEを国家として確立させる事を新世界創造と言う本来の目的へのカモフラージュにしてる反面、キャロルはその新世界の創造すら真の目的へのカモフラージュだった,"[0,1]"
打点は低いのにパ・リーグチーム打率1位,"[0,1]"
マスク社会になって皆が顔を隠すことで、逆に顔の作りが対人関係に与える印象が大きいことを皆が実感しちゃった,"[0,1]"
重税の結果、逆に収入が減ってしまう,"[0,1]"
子供を絶対に精神科に連れて行こうとしない親は最悪だと思うけど、そもそも精神科に連れて行ってくれるような理解のある親の元で育った子は精神病にならない,"[0,1]"
遅めの前職の会社の送別会の日に退職を決める,"[0,1]"
一方凪ちゃんは美人さん。つり目で黒猫イメージです🐈‍⬛まつ毛バサバサでお目目大きいけど、顔だけ良くたって力が無ければジュジュツシとして何ら意味が無い,"[0,1]"
ねこが食えてないのに犬がガッツガツ食ってる,"[0,1]"
"酷い仕打ち😢
縦付けに襲われるのも持たないじゃないか…

大人しいアーサーは可愛くも感じられた
なのに世間の暴君がそっとしていてくれない","[0,1]"
「ホームランでてない球団に2ランで先制される,"[0,1]"
しかし、IT業界ってほんと、自閉傾向強くて笑ってしまうｗｗｗ無表情すぎて人間捨てて人として違和感ありまくりで吹いてしまうｗｗｗAIとかやってる人間たちが実は一番AIに取って代わられる存在かもしれない,"[0,1]"
"カスタムメイドで""Mass Production""","[0,1]"
最高の日を飾るための花嫁衣装が最悪の日をより強く見せる,"[0,1]"
"ズボンのことパンツって呼んでそう
アクセサリーのことアイテムって呼んでそう
","[0,1]"
"外そうとしてる朝比奈が…最高…
ただ点滴だから外せない","[0,1]"
"中学生になると、中途半端に論理的になるせいか、池上彰みたいな嘘つきに簡単に丸め込まれるんだよな。
つまり、変に頭の回らない直感的な小学生の方が、まだ本質を見抜きやすい","[0,1]"
この辺りの話は上半期ベストを出す際にスペースでゆっくり話そうかなんて考えてるが、皆が一様に口を揃えて久々に「映画」を見たと絶賛するトムクルの新作でさえ、所謂「パスティッシュ」でしかない,"[0,1]"
つーか、吉川赳きったほうが自民の地盤固まる,"[0,1]"
価値観も身体の感覚も全くちがう人を相手に同じように出来るように「見せる・伝える・理解させる」ができて初めて「有能」でしょ。初めの頃の目線に自ら降りられないなら無能...。それでも理解し力を付ける人の方がむしろ有能,"[0,1]"
満たされてる者は何も望まなくなる、,"[0,1]"
オスカー・シンドラーという才覚あふれた男もまた戦争によってその人生を狂わされたのだと言えるけれど…多くのユダヤ人を救ったシンドラー自身は戦後、結婚も事業も上手くゆかなかった,"[0,1]"
"dsがmjのスマホでメール打った時の気持ちを考えるとやっぱり限界すぎて人格崩壊してるよな…と思う　何度考えてもこの時のds精神状態ヤバい　本当に壊れちゃってるんだけど、周りの人達との関わりの中で時々元の人格が戻ってるんだよなあ…彼を壊した""他人との関わり""が彼を彼たらしめている","[0,1]"
世の中人間より美しいものなんていくらでもあるのに一番深い関わりを持っているのが人間だ,"[0,1]"
"そもそも「周りからの愛情を～」
あの中身のセリフに対して「それって傲慢とは言わなくない！？」ってなりますからね⋯⋯。

アズくんは頭が良いから、傲慢そのものの意味を分かってると、わたしは思ってるんですよ。敢えて「傲慢」","[0,1]"
"S氏、Tさんの件

Tさんが放ったヤリマンビッチの好きに価値はないんだね。","[0,1]"
アレクサンドル2世、自身が推し進めた改革によって生まれたものに殺される,"[0,1]"
"ここの２行は確認しましたか？ってメールを（ccに関係者つけて）投げたら、全然悪びれる様子もなく「修正したよ！」って電話来た。
行間に込めた「指摘された箇所しか確認しないんですか？あなたの視野はセル１個分ですか？」","[0,1]"
まず完成してからやれよ,"[0,1]"
"「大丈夫！ザナルカンドは眠らない！」

が、祈り子が永遠に夢見ている、それがザナルカンドだ","[0,1]"
一昨年は自分が病んでた時心の支えになってくれてた彼氏が今では自分の心を病ませる一因になってる,"[0,1]"
3割取られてもアメリカ資本（Youtube)に乗っかった方が良い,"[0,1]"
"どうしても認知度って必要だし、修復でよみがえったキューピッドというのもなかなか話題性があるけども。
当時フェルメールは無名でレンブラント作等とされていた作品が目玉になって、売れていた先輩画家の作品がバーター的に扱われている","[0,1]"
政策を立案する立場が閉塞感満載,"[0,1]"
"暴力は、世界共通の娯楽・憂さ晴らしです。
日本は国民全体で暴力性が低いからこそ、ハラスメントが横行する","[0,1]"
"一部の女性達が、立ち上がったことは象徴的。でも、そのために家族はバラバラになり、会うことも話すこともできない。
狭いコミュニティは団結させる一方、簡単に腐敗も進行させる。
そしてこの物語は一番必要な人達に決して届かない、","[0,1]"
スシローのおとり広告をニュースで取り上げているTV局の方が、TV番組の予告などで盛り盛りに盛りまくっておとり広告しまくっている,"[0,1]"
"スシローのおとり広告報道の合間に流れるスシローのCM😎

何","[0,1]"
自分語りは敬遠される風潮の世の中なのに、結局Twitterで伸びる内容は、｢自分語りさせたくなるようなママ垢の愚痴や恋愛等のネガティブな内容｣,"[0,1]"
"Twitterで時折見かける合成の誤謬に逆らった経営をする社長さん。

合成の誤謬に逆らうということは非合理的なはずなのだけど、徹底的に社員目線の経営になっており、社員の方から会社のために頑張ってくれるし、優秀な人材も集まっている。

そして結果的に業績が良くなる","[0,1]"
アメリカに忖度してるって言ってる人が多いけど、この改悪で一番割りにあわないのがジェイソン・ブラウンだ,"[0,1]"
野獣先輩をブサイク、汚いとかコメントしてる奴の顔が1番汚くてブサイク,"[0,1]"
「母」国とは言うが、さんざん虐待されて苦しませてくる相手のために命を掛けて戦おうなんて思えるはずが無い。自民党が嫌がる「行き過ぎた個人主義」の国々より圧倒的に比率が低い,"[0,1]"
企業の育児支援の多くが「ワンオペ育児」を生んでいる,"[0,1]"
ロシアのせいで避難民となってるのに、ロシアンパブで働くというのは、何,"[0,1]"
マスクの着脱タイミングさえ他者からの指示がなければ自分の頭で考えて判断できない多数の国民を形成してきたのが文科省である,"[0,1]"
スポーツ界においてトランスジェンダーを容認したことで新たな不平等が生まれる,"[0,1]"
"会社の代表者の集まりがある。
ちょっと上手く行っている会社の代表者がいると、その人に対して「〇億程度の会社が偉そうに言うな」とか「親父のお陰だろ」","[0,1]"
"〜15さいの""無銘""くんは、一切の感情が排除されて生存本能だけで生きてますね。やられる前に、生き延びる為に必要なことをやる。ノイマンで拡大された思考を使って、実は非理性的でいちばん衝動に近い所で生きている","[0,1]"
"明らかに投手という結論ありきで打撃や守備に難癖付けてるからな
福留代打で使って周平ショートで使う奴の言葉に信用なんてない
鈴木孝政の口が軽いのが幸いして2月から結論ありきでやってた事が露呈する","[0,1]"
"ウマ
ファンを自称するポルノ中毒者のせいで普通だったらコンテンツもろとも嫌いになっただろうけど、過去に公式からファンまで堕落の限りを尽くした、もしくは現在進行形で尽くしてる某2コンテンツのおかげでまだマシに思てしまう","[0,1]"
自分の学部の分野ならそりゃな。ツイッターにはたくさんの医学部卒がいらっしゃるようで何より,"[0,1]"
"〜エジソン〜

「99％の努力と1％のひらめき」と言うのは、発明家エジソンの有名な言葉である。つまり、「1％のひらめきがなければ、99％の努力はムダになる」","[0,1]"
"デスボからマスティフ瞬間、俺はこいつでネズミを皆殺しにして死体撃ちするんだという決意がみなぎったもんな、まじでGルートやわ
優しいので一発で勘弁したったけどな
倒すのも2発やしな、優しい優しい、海外ストリームなら名前呼ばれて","[0,1]"
奇しくも今年は4630万円男のお陰？で、我が国におけるオフショアのオンラインゲーミング対策が大きく進みそうな気配がしているけども（まだ頑張ります）、一方で2012年に総務省が謀って法律を通した改正当せん金付証票法の元で政府公認のオンラインゲーミングの実装が行われた、,"[0,1]"
メイケイ君はIKZEさんの腕の為にもスプリント路線掻き回して欲しい,"[0,1]"
"日本で教えられない日本神話が
アメリカの中学校で教えられる。
内容は
戦前戦中の国史教科書に基づく","[0,1]"
魂-ガワの合一化が進むV先進国日本と一歩遅れている海外で生じた同一性に対する認識の差異。日本はV先進国であったが故に翻って中身のスキャンダルに不寛容を生んでしまった,"[0,1]"
さんぽセルって早く教科書をデジタル化して軽くしてくれ,"[0,1]"
ジーン・ケリースタジオから出たことないんじゃね,"[0,1]"
今の人生が苦しいと言うなら頑張らなければ良いよね,"[0,1]"
すぐ降参したがる味方がいる中、相手を降参させて勝つ,"[0,1]"
受験勉学から逃げて画塾へ行ったものの合格方法はセンター利用,"[0,1]"
そうなんだよなぁ〜双子でわけわけしてるんだよなぁ〜双子は忌み子とかって言われるのあるじゃろ？封印された最強の魔王が双子,"[0,1]"
"そういえば前に構築記事あげた時に「ビークインと3桁おめでとうございます！とても理知的な構築ですね！」という勿体無いお言葉を受けたことがあります

その時は喜んでたけどよく考えたら「本当に理知的なやつは好きだけが理由で使うポケモン選ばんぞアホ」","[0,1]"
リアル頭痛が痛過ぎて『頭痛が痛い』🎦⇩⇩が観に行けない,"[0,1]"
えー…かっこいくて涙でそう…(´；ω；｀)本人が見せたいビジュアルじゃない,"[0,1]"
"ハックは使ってないんだけど(多分予期せぬバグ)、
敵側「You are using a great reach tool!」(リーチ使ってるよな？)
","[0,1]"
下振れをしまくって何週も育成を繰り返した結果、諦めていたイベントポイントコンプを達成する,"[0,1]"
何が悲しいかって、人の相談に乗ったり話しを聞くことは数多にあるけれど、その逆は0,"[0,1]"
陰キャンパス,"[0,1]"
内閣不信任案ってのは結末がわかってるから茶番、無意味ってなりがち。今回は不信任案を出す意味、意義が大いにあったわけだが、立憲民主としても「時間稼ぎしました！」と胸を張ってアピールできるかといえば微妙で実績にはしにくい。そしてメディアは反対ばかりの野党、茶番とディスる,"[0,1]"
ボンヤリする時間も必要。そんな優しい言葉は本当に必要な人の元には届かず、四六時中ボケーっとしてる連中の安心のために空費される,"[0,1]"
"#パリピ孔明　#10
""認められる事で自分だけの音楽を掴み""
'認める他なくて自分達の音楽を手放す""
英子&amp;KABEと七海の対比が鋭く刺さる。
""バンド""を失い音楽さえ手放して。楽しかった頃のAZALEAをかなぐり捨てて。それでも目指す先への想いがドームに""立てちゃうかも""で表現されてしまう","[0,1]"
交通安全っていうステッカー貼っておきながらスピード違反で切符切られる,"[0,1]"
"教育として陰口はやめましょうの代わりに何すればいいんだっけ
面と向かって悪口言うんだっけ
それとも面と向かってこういうところ直してほしいな、こういうの良くないよね","[0,1]"
"はるやまホールディングスからお家騒動の手紙が来たよ
何なんだよこれ
オマケにAOKIと一緒にポストに入っていた","[0,1]"
自由や人権の尊重のはずがディストピア,"[0,1]"
シン・ウルトラマン版の外星人たち、メフィラスに顔がないのはクトゥルー神話の無貌の神ニャルラトホテプみたいなトリックスターをイメージしたんだろうけど、ザラブに後ろ半分がないのは、「裏しかないのに裏のない人物」,"[0,1]"
今までの職業経験の中で、休憩がきちんと取れた職場は…一番人間関係がキツかった会社だ,"[0,1]"
封鎖される方が自宅トレーニングが捗る,"[0,1]"
日本の議員は世襲の比率が異様に高い。そして政治家であることを世襲するような家は、いまだに「後継は男子」という考えです。しかも、それを母親が率先して行なっている,"[0,1]"
ファーストコンタクトものはワクワクするんだけど、中でもジョディーフォスター主演の「コンタクト」は好き。宇宙からのメッセージを受信→解読する過程も、ワープする設備の造形もいい。そして実証できるものしか信じない科学者が一人、実証できない真実を背負ってしまう,"[0,1]"
"一部のファンだよ！藤井風ファンあるある。

メルカリで不正に販売してるー！
あるよー！許せないー！
↓
自分たちが拡散宣伝してあげてる","[0,1]"
自分はこのツイートを「晴れて天気はいいけど放射能で汚染された東京の空」,"[0,1]"
その「毎年赤字の1兆円」もどこかの誰かの食い扶持ではあって、そして今は（さすがに1兆円まではいかないだろうが）相当な額を突っ込まねば路線を維持することすらままならない,"[0,1]"
だから、普段悪そうにしてる方が得だ,"[0,1]"
"【裏話】

時系列的にグッバイお砂糖の続きとして書いた曲だけど、最後の詩は「どうか ながく ながく」。結局グッバイお砂糖の時と言ってることは変わってない","[0,1]"
外国人ズが揃って調子上げてきた時に来る,"[0,1]"
"#節電のためにテレビを消そう

政府の都合の悪い案件は報道されないから…
テレビは消そう、
","[0,1]"
運転が下手くそな私が車で例える,"[0,1]"
(ダイソンも本国で差し止め食らってる,"[0,1]"
"富山のガラス美術館

無機質な人工物で、さまざまな作品が表現するのは、大体が自然","[0,1]"
何もかも投げ出して逃げ出して行き着く先が物乞い行為だった,"[0,1]"
#わるドラマ  9話 JK5は本来女性が活躍する為の目標であったはずなのに、逆に女性たちを追い詰めてしまう,"[0,1]"
頑張ってそのキャッチング,"[0,1]"
ジャッジに文句言うなって言ってた人がＩＳＵに文句タラタラ,"[0,1]"
ジャイアント馬場が独立宣言「日本テレビのブラウン管に出るべく、日本プロレスを離れる」【週刊プロレス昔話】  ,"[0,1]"
"あいぼー面白いなあ
冤罪を許さない正義感に満ち溢れた警察官、あの手この手で事件の真相を明るみにしようとした結果、未来ある若者を犯罪者にしてしまう","[0,1]"
笑ってしまう,"[0,1]"
エンゼルスが12連敗以降、連敗すればする程、マドンのせいではない,"[0,1]"
"上田さんには行間を読んで欲しいですね。

小池知事の肝いり政策を
小池知事肝いりの新組織•戦略広報部がサポート出来ていない","[0,1]"
"緊急事態条項に関しては
反日左翼マスコミが逆に
頼りになる","[0,1]"
消火器の炎上記事,"[0,1]"
"あのさっ
「私なんかまだまだ」って謙遜するやつさ
もしかして私より下の奴は価値すらない","[0,1]"
内閣不信任案が否決されたら1番安心するのが出した人達,"[0,1]"
"カルデア（天体観測者）が星（邪神）を「観測」することでこの星にやってきてしまう、という……
しかも、今まで消えるはずだった世界を、藤丸は想い出として記憶に保存してきたという善い話が逆効果になる","[0,1]"
大不動岩屋とめちゃくちゃ重かったカメラたち。大パノラマ過ぎて、一番全体像が撮れたのがスマホ,"[0,1]"
【「こいつ何見てるんだ？」と困惑させるための動画】がみんなに視聴されることによって、一周回って「困惑させたいんだな」とバレてしまう,"[0,1]"
今まで勤めた職場（複数）は、15分未満の残業は切り捨てられた。1分単位で残業がついたのは、超ブラックのみ,"[0,1]"
そして、この度リマスターされたフィルムをスクリーンで見る事になったのだが、それが青山真治追悼で見る事になる,"[0,1]"
水曜日は小学校の帰宅が早いので3時以降しか出かけられん,"[0,1]"
"人口増加のために
一番有効な明石市のマネは
「神戸の隣になるコト」","[0,1]"
"FFディシディアの広告にあのパワーワードの元となった「ティーダのコンボ気持ちよすぎだろ！」ってのがあったけど、
本当に気持ちよかったのはティーダのコンボじゃなくてティーダの父であるジェクトのコンボだった","[0,1]"
"光縁寺行った時住職さん談
組！で山南さんやる時に堺さんは山南さんの墓前で手を合わせたから人気引っ張りだこになったけど、他主演は来なかったから〜","[0,1]"
現政権の最大のサポーターが立憲民主党,"[0,1]"
"木曜日
「今週もあと3日ですね～」
","[0,1]"
元彼にブロ解された瞬間元彼の夢を見る,"[0,1]"
"娘🧒: ママ？これ読んでんの？
私: うん面白いよコレ
娘🧒: アウトプットの本をインプットする","[0,1]"
この期に自民党を支持する奴が多すぎる、,"[0,1]"
某業界メディア様の頭が「ミリバーは女性蔑視の店です！」とか糞キモイ記事を書いてくれたおかげで記事を見た女性客が増えた,"[0,1]"
勿論ですが再稼働反対派に節電頑張って,"[0,1]"
"12年ほど前は85円くらいだったのに今は134円

なんなら150円も多分近いうちに行きそう。

12年で58％
年率4%  

めっちゃ手っ取り早い資産運用って円をドルに換える事","[0,1]"
生理用品を買ってくれない親ってなんなの？子供が成熟するのが気持ち悪いの？でも親が毒親だと二次性徴は早く来てしまう,"[0,1]"
食事からの栄養が多い人ほどサプリメントを利用してる,"[0,1]"
心の師匠コミュさんの方が古見さんよりよくしゃべる,"[0,1]"
差別主義者ワッカの動画が差別的コンテンツということで消される,"[0,1]"
「大変そうに表現するけど同じじゃねーか」,"[0,1]"
"今一番稼いでいるのは、物販でもバイトでも本業から支払われてる定額給料でもない。

株の含み益","[0,1]"
TBS社員による難民性的搾取の疑惑、飛ばしにも食いつくフェミ界隈が全く拾わないあたりが逆にガチっぽく、界隈の元締めが誰なのかも否応なく分かってしまう,"[0,1]"
"星新一の不思議な不思議な短編ドラマ「白い服の男」
「戦争」という言葉を禁止し、「戦争」に関する本も燃やし取り締まり「戦争」の概念そのものを消してしまう近未来。そこまでしなくては人類は戦争をやめられない","[0,1]"
"正直💪🏻の件は、誰かの身代わりに売られた感が否めないけどね。
過去にも、売れてる子の代わりに売れてない子の件を尾ヒレ付けて前面に出して解雇した事が有ったし…守られた子はその後めっちゃ売れまくった","[0,1]"
オレオレ詐欺、「老人が貯め込んだ金を若者が使って経済を回してる」,"[0,1]"
345のイーシャンテンに取ってた方がラス回避できてた,"[0,1]"
万華鏡は地獄(ﾋｷﾙｰﾄ)で輝く,"[0,1]"
"今だから言えるけど、ヒーリングっどプリキュアが放送してた頃は病んでて特に希死念慮が酷かった。
そんな時期に放送してたプリキュアのテーマが治療","[0,1]"
困難なミッションをギリギリでクリアすればするほど、無人機開発の重要性が高まっていく,"[0,1]"
琢朗抜けても大田がこの起用続いてるのを見ると、この起用を進めてたのは恐らく琢朗じゃなかったんだろうなってのが分かってしまう,"[0,1]"
"最近野菜買ってないから知らんかったけどTLで流れてきてタマネギの今の値段調べたらビビった。
これを知れたのも黒田大炎上劇場のおかげやな。
でもこれって物価上昇関係ないよね？不作とかじゃないの？
まぁ消費者感覚知っておけ","[0,1]"
"PC/ATからクローズドなバスに変更して利益を囲い込む思惑だったと言われてるな。
しかし世界はそんなもの求めておらずサードパーティー業界団体が策定したバスが世界標準に。
結果「IBMが(IBM) PC/AT互換機を作る」","[0,1]"
時計もバイクも好きだけど、どちらもかつて日本の技術が世界を席巻したと考えると感慨深いですな(。-∀-)そして僕は海外の物が好き,"[0,1]"
"カイsrなんて地元で15000なんてない。
店が警戒しすぎて逆に売れない","[0,1]"
"年齢以前に、女性は禍特隊2名の他は会談の後ろにぞろっと並んだ中に1人いただけだったよな…
公式の場に男ばっか","[0,1]"
"めちゃくちゃ多彩な人もいれば無能な人もいる
平等を謳う神様が作った人間が不平等な作られ方をしてる","[0,1]"
一瞬「わりと物資は揃っているSDGs」に見えた……海岸のゴミでSOS出してるよ,"[0,1]"
熱斗：速読が特技の炎山に「美術館を全力疾走するようなマネして何が楽しいんだよ？」,"[0,1]"
ポイ活や○○経済圏を研究してたら以前より散財が増えた,"[0,1]"
"ボランティア先の先生たちが
自分を推してくれたよう。

interviewはスキップで　
ポジションをgetしました🎉

本職より時給が高い","[0,1]"
"そして、なかなか類を見ない勢いで信者を増やしている。
こうして反自公の票が割れれば、結局政権与党を潰すに至らない","[0,1]"
「女はすぐ感情でものを言う」って唾飛ばすオヤジの方がよっぽど感情でもの言ってる,"[0,1]"
テキストや法律、ガイドラインを読むよりも起きた事例に対応する方が勉強になる,"[0,1]"
ピンだと実況何もできん,"[0,1]"
『デマにご注意ください』と言っていた政治家、厚労省、医師達が、一番悪質なデマを流していた,"[0,1]"
よく他国を馬鹿にする人もいるけど、日本もそんな変わらないじゃんって言う政府下げに見せかけた、人間が多民族を馬鹿にするのなんて切り取られたほんの一部分しか見てないよね、気をつけなはれや,"[0,1]"
リビングにいたら喧嘩してるところで声うるさいから音ゲーが捗る,"[0,1]"
防衛する対象物そのものがなくなるのでは！？,"[0,1]"
F-18とF-22がメインだったのにF-15が一番よく撮れてる,"[0,1]"
昼間の「デザイナーがクライアントに提案を3つ持っていったら一番無難なものが選ばれた」,"[0,1]"
オタクがスクールカーストを忌み嫌ってた理由が、カースト上位に対するただの嫉妬ってことが露呈しちゃったんだよね。自分たちがインセンティブを得られる環境だと、喜んでカースト制度を作ってジョックしぐさやワナビーしぐさをする,"[0,1]"
"生存バイアスだよ
","[0,1]"
"多分、純

布団ちゃんが自コミュの放送で歌った即興ソング。サカナクションの「多分、風」をもじっており、公式にでてる純は多分純じゃない","[0,1]"
「5年前にリリ〜スしていたと思ったら、この前したばかりでした」というこの告知のネタは、,"[0,1]"
__🇦軍が露軍の放棄した戦車等をろ獲し自国の名門施設で自軍の装備に組み込んで使い活躍している、謂わば元露軍戦車で効果を上げる,"[0,1]"
アホは金に換算しないと価値がわからんだろう,"[0,1]"
